0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,label
-363.48419189453125,76.3431396484375,20.776161193847656,12.001816749572754,-11.555134773254395,-38.488338470458984,-29.643016815185547,-11.166775703430176,-15.329937934875488,-16.099958419799805,-8.643674850463867,-13.362311363220215,-6.030508995056152,0.2601640522480011,-0.009513399563729763,0.06486144661903381,-0.6844426989555359,-0.24720093607902527,0.1396278440952301,-0.2726781666278839,-0.12172437459230423,0.22904446721076965,0.3420148193836212,-0.013421162962913513,0.005210136994719505,0.25646814703941345,0.986748218536377,0.6422600746154785,0.07121524959802628,-0.05444974824786186,-0.15648917853832245,0.002098146826028824,-0.12310125678777695,0.112932950258255,-0.04712074249982834,0.021705230697989464,-0.14665627479553223,-0.12296263128519058,0.061300914734601974,120.20890808105469,95.52082824707031,78.03791809082031,46.54985427856445,29.6323184967041,40.251949310302734,22.767301559448242,23.02452850341797,24.653728485107422,13.906176567077637,17.714923858642578,17.34807777404785,14.115188598632812,23.079605102539062,20.798364639282227,15.738190650939941,10.053537368774414,6.65436315536499,6.681609630584717,4.159038066864014,5.167627811431885,5.898918151855469,2.8327407836914062,3.5484659671783447,3.2050256729125977,2.7430531978607178,15.421285629272461,12.754779815673828,7.004955768585205,5.126963138580322,4.099576473236084,3.8863253593444824,2.9957950115203857,3.3168582916259766,3.5875062942504883,1.7932629585266113,2.2568624019622803,1.751840591430664,1.7354098558425903,200.46671816649766,20.89126427607458,167.2106416577019,240.60500721642333,875.628276122349,1967.1335908283522,3017.9754256681613,2003.696773929987,1250.4559712668618,25.071260505672235,19.135584546886374,24.34349945980238,22.651894517800677,26.171569095769645,28.284213137911067,50.45922486233732,3083.725110619469,1794.8964355190913,646.1289862937157,6.721948830935033,6.8216818076251355,8.111496784954737,7.1063525262536364,7.297668514188341,9.484009535056002,7.537555977380611,2439.843657911537,0.01282812587387099,0.07022751124598257,16.98966580005796,0.23351510647123894,1
-371.635986328125,99.7423324584961,12.53947925567627,-0.44851377606391907,-14.287742614746094,-36.15258026123047,-28.15598487854004,-17.843915939331055,-17.78188705444336,-19.62610626220703,-6.7936248779296875,-21.756736755371094,-8.346380233764648,-2.8903212547302246,0.2987651228904724,0.7078089118003845,0.6823775768280029,0.9874958992004395,-0.04841535538434982,-0.13519196212291718,0.11479629576206207,-0.04562823101878166,0.40276864171028137,-0.46282902359962463,-0.1416262984275818,-0.3076847195625305,-0.08167757838964462,-0.7359310388565063,-0.5974123477935791,0.7069043517112732,0.4273238480091095,-0.17937377095222473,-0.2866465151309967,-0.015330882743000984,0.10556720197200775,0.2373986691236496,-0.007796767167747021,-0.008173158392310143,0.05488106608390808,103.9334945678711,76.64651489257812,37.0893669128418,48.24021911621094,37.2667121887207,38.63694763183594,21.03262710571289,28.175323486328125,16.5213680267334,15.253520965576172,16.26818084716797,15.049527168273926,13.130175590515137,24.986116409301758,16.491289138793945,8.212272644042969,9.60113525390625,6.757788181304932,7.4942145347595215,3.6929433345794678,6.167302131652832,3.2537569999694824,2.9267334938049316,3.3323814868927,3.123413562774658,2.7829487323760986,14.634964942932129,10.872102737426758,4.784011363983154,6.5774760246276855,4.233707904815674,4.728610515594482,3.126312255859375,3.8910698890686035,1.910650372505188,2.1568074226379395,1.9171093702316284,2.0708236694335938,1.9941052198410034,177.77224527006823,61.49873712991959,93.30329915368074,294.5134116201051,697.900213468317,1640.070892826852,2837.1538212641344,1287.873550387542,1069.3442319320573,25.74318240245498,19.458416197714076,24.20942008074435,23.903133272564947,25.1529366228912,29.587603871639573,52.90842519080756,1971.4506172839506,1260.7982600605496,474.7452526036157,6.972493514866406,5.918137900756343,7.112165324713904,6.4504945297652405,6.791165302997429,9.984232576536236,11.087453026544466,1851.788620359845,0.011023217727096442,0.10828637969026515,16.06715819598691,0.15025197723765432,1
-292.58843994140625,110.89857482910156,0.8410905003547668,13.760831832885742,-12.414305686950684,-38.43891143798828,-37.67844772338867,-14.9020414352417,-4.07550048828125,-12.07728385925293,-13.958183288574219,-17.65221405029297,-6.283297538757324,-7.061020851135254,-2.8286187648773193,4.030012607574463,-1.2246984243392944,-0.565261960029602,1.591729998588562,-0.14779867231845856,0.11185571551322937,-1.7150033712387085,0.8170071840286255,0.5605359673500061,0.609670877456665,-0.524954617023468,-0.036990631371736526,-1.077444314956665,-0.25904718041419983,0.04329896345734596,-0.07410178333520889,0.0761614590883255,-0.026968980208039284,0.7067116498947144,-0.07120230048894882,0.21321840584278107,-0.20355930924415588,0.05868898332118988,-0.044350408017635345,85.1161117553711,61.511924743652344,53.7380256652832,41.259002685546875,33.8532829284668,25.3264217376709,19.41261863708496,17.844884872436523,21.463293075561523,15.398735046386719,10.420053482055664,18.864582061767578,10.222173690795898,18.521060943603516,16.582881927490234,10.93763256072998,10.111835479736328,7.232741832733154,5.254639625549316,4.030496120452881,3.806544780731201,3.906980037689209,3.265270709991455,2.0788681507110596,3.514647960662842,1.8891769647598267,12.267740249633789,6.950443744659424,6.434160232543945,4.310394287109375,4.432409763336182,2.897294521331787,2.800262451171875,2.830026626586914,2.2609550952911377,2.0376267433166504,1.0485138893127441,2.725728750228882,1.4833723306655884,199.61891777662717,41.87825741655748,93.30329915368074,259.3679109302019,691.2261045130458,1684.730078389701,2872.9787054696035,1261.0619697816612,1149.018880135985,26.218079726068865,23.211355097478464,24.22551583749016,25.41996806917567,26.23966640832227,31.391894076500602,52.04009307124334,2134.037990196078,928.5697218549396,487.28522123354037,6.44472388516829,5.283637600165504,4.329878774433312,4.734762952008345,8.207361338996822,10.229200079647072,10.264401331078933,1454.8422843968765,0.007948507782242861,0.060827355793192706,18.772481715274488,0.10684742647058823,1
-304.0661315917969,88.14187622070312,10.893202781677246,29.41808319091797,-10.36320686340332,-36.278934478759766,-31.080829620361328,-15.792279243469238,-16.462200164794922,-23.444467544555664,-10.321009635925293,-23.38202667236328,-5.324526786804199,-3.7378175258636475,-0.20861712098121643,1.0037778615951538,-0.698638379573822,0.7849962115287781,0.1779327690601349,0.5895075798034668,0.17551526427268982,-0.9855806827545166,0.15336139500141144,-0.1462969332933426,0.10873844474554062,-0.3114383816719055,-0.5820568799972534,-1.1988794803619385,0.3678727149963379,-2.1779894828796387,-0.26892274618148804,1.0637480020523071,-0.03939991444349289,0.6805376410484314,0.7439533472061157,0.16897331178188324,-0.08087095618247986,0.40518897771835327,-0.20145003497600555,103.44744873046875,62.993553161621094,48.82212448120117,54.86412048339844,29.225961685180664,30.24195671081543,23.9080810546875,20.86520004272461,21.79937744140625,17.677305221557617,12.930033683776855,13.798240661621094,13.799002647399902,24.686368942260742,12.247625350952148,10.923310279846191,11.963106155395508,5.073420524597168,6.325781345367432,3.828723907470703,3.6873316764831543,4.178398132324219,3.4062392711639404,2.829172372817993,2.7402288913726807,3.1820855140686035,12.702157020568848,7.457533359527588,5.778115272521973,8.795061111450195,4.963691234588623,4.522603511810303,2.1210198402404785,3.0595786571502686,3.7403478622436523,2.108583688735962,1.6902186870574951,2.037156581878662,1.9778159856796265,219.71565648135572,22.212084126308635,184.46323871718783,273.20805135087915,611.3488861633316,1826.6104090533033,2728.354510035158,1317.6544924803593,1192.788835306397,24.055558408935656,21.35344706740305,28.795445437270335,23.69786346927178,26.0187846969208,30.038272813423596,49.19315205447641,2278.1762295081967,1105.8046965500346,586.4707896665857,5.6972573008493725,6.124217379525213,8.61176320836991,7.527644088395111,8.488529996674124,10.30676827211393,9.69910433256409,1820.732279994356,0.011263992830945004,0.06806212420095405,19.594402824209503,0.12018122438524591,1
-329.690185546875,57.41743850708008,13.169915199279785,15.825427055358887,-13.317606925964355,-28.42696762084961,-39.35723114013672,-16.230072021484375,-13.658793449401855,-15.42332649230957,-7.36277437210083,-10.746408462524414,-5.11167573928833,0.030301878228783607,1.2195056676864624,-0.26188385486602783,-1.870126485824585,0.38289982080459595,0.06206546351313591,-0.5528280138969421,0.2424401193857193,0.48418256640434265,0.3020172715187073,0.21129195392131805,0.29925936460494995,-0.3455164134502411,-0.5057239532470703,-0.0222320556640625,0.5776973366737366,0.4251454770565033,-0.13025648891925812,-0.1340748816728592,0.12190854549407959,0.1156589612364769,-0.06639964133501053,-0.052231959998607635,-0.09754819422960281,-0.006916931830346584,0.1326892226934433,73.08634185791016,96.0517578125,44.04316711425781,56.634735107421875,31.593961715698242,33.63594055175781,26.24955940246582,24.557464599609375,21.539331436157227,23.33611488342285,14.305207252502441,16.313087463378906,12.281755447387695,11.785828590393066,19.106590270996094,8.288151741027832,10.70394515991211,7.26373815536499,7.152918815612793,5.984041690826416,4.897883415222168,3.676161766052246,4.431556701660156,2.835564374923706,3.0519375801086426,2.2854440212249756,8.257600784301758,11.514026641845703,5.320764541625977,5.739545822143555,4.47498893737793,4.215784549713135,3.902675151824951,3.820887565612793,2.194014310836792,3.044511318206787,2.240877628326416,1.9034807682037354,1.5843451023101807,185.24322396537846,52.89245117784322,95.48416039104166,266.96797083400685,858.4152064334382,1936.3779780339264,2822.3346441991066,1869.2202454256396,1088.715072950077,24.29560052105159,20.736862970239702,26.17132854751542,24.12445968716103,26.80447847336592,25.817623696323118,47.40111448785568,2936.593191964286,1651.2177804531423,574.0574887993782,7.24682225083581,5.88362882112497,7.2060035487214105,6.290001387009127,6.2556819091953555,8.131691854962762,11.57712854407282,2248.392104736252,0.012021175068326154,0.09616189154702262,15.79164944789244,0.19683837890625,1
-309.1536865234375,94.0212631225586,18.871841430664062,7.724682807922363,-13.217362403869629,-34.8231201171875,-43.00471115112305,-13.259486198425293,-15.082923889160156,-24.36705207824707,-13.430060386657715,-15.048718452453613,-13.552391052246094,-6.536983966827393,-0.7249753475189209,0.2883949279785156,0.31211772561073303,1.1332365274429321,0.29773789644241333,0.6749553084373474,-0.3214869499206543,-0.12273385375738144,0.24388889968395233,-0.5677252411842346,-0.44130808115005493,-0.07190477848052979,-0.7251988053321838,-0.3275652527809143,-0.41454851627349854,-0.5927543640136719,-0.15560591220855713,0.30872398614883423,0.5135371088981628,0.3417610824108124,0.020533865317702293,0.08326032757759094,0.20444068312644958,0.06861923635005951,0.04588479921221733,83.98151397705078,77.79566192626953,49.39113235473633,46.133811950683594,25.399150848388672,24.48426055908203,29.325916290283203,17.126018524169922,19.391138076782227,24.699718475341797,18.543962478637695,14.006779670715332,12.0213623046875,13.187843322753906,16.30735206604004,9.746421813964844,10.375432014465332,6.495665550231934,4.739169597625732,5.6243486404418945,4.017940521240234,4.081207275390625,4.156267166137695,3.55731463432312,1.9949761629104614,2.4637889862060547,7.832365989685059,8.973306655883789,5.394815921783447,6.033195495605469,3.212548017501831,3.3629019260406494,3.2587039470672607,2.343550205230713,1.799109935760498,1.9920672178268433,1.6234357357025146,1.0797858238220215,1.6114598512649536,231.67293977036496,38.12591930610724,180.25009252216606,301.3973362949152,699.7503405125602,1656.7769590240728,2823.7715949094163,1297.1639148898626,1010.637632472584,22.550879670883397,23.598510768955098,28.415145906897408,26.940608537437434,26.76162561027933,25.407600030156804,49.94748769207606,2090.871710526316,1284.7962166096768,593.7329068803813,7.083216705783477,6.221659862378537,6.364849383208618,6.968702702227127,8.30997012209899,8.621396046811146,10.837948667490533,1944.4724082906816,0.010718797211003337,0.07830354219713147,19.636063904381725,0.12432325932017543,1
-336.97064208984375,85.76819610595703,20.784893035888672,15.937746047973633,-10.269572257995605,-28.94498634338379,-28.478281021118164,-20.062801361083984,-17.863679885864258,-17.260202407836914,-12.132329940795898,-15.027074813842773,-10.902597427368164,-5.902826309204102,1.1485236883163452,2.3550918102264404,-1.0151042938232422,0.4114074409008026,0.030550193041563034,0.004813280887901783,-0.7572991847991943,-0.29452770948410034,1.0041903257369995,-0.05075284093618393,0.4927211105823517,-0.19714754819869995,-0.23877020180225372,-1.311692714691162,0.5828192830085754,1.0736242532730103,0.912045955657959,-0.02821572870016098,-0.058586012572050095,0.20960946381092072,0.1334601789712906,-0.047367945313453674,-0.04469722509384155,0.323581725358963,-0.014266814105212688,111.82382202148438,61.01225280761719,50.252811431884766,44.124305725097656,23.784961700439453,35.126102447509766,28.52851676940918,17.061119079589844,25.42401885986328,14.777814865112305,10.971207618713379,11.62915325164795,14.01458740234375,20.132781982421875,12.019253730773926,8.67444133758545,10.17297077178955,4.408012390136719,7.028069972991943,4.739334583282471,3.6894569396972656,5.265902996063232,3.306424379348755,2.2557320594787598,2.1520135402679443,2.3296499252319336,12.742389678955078,9.1024751663208,4.3922929763793945,6.859657287597656,3.4435129165649414,4.278049945831299,2.6577341556549072,3.095339298248291,2.8760688304901123,2.178448438644409,1.3869141340255737,1.637447476387024,1.095670223236084,199.90133904696114,16.011571008497068,150.69866814745757,231.07053937445463,752.9952506593778,1908.0024191079174,2863.0402056697026,1568.5727694731827,1271.5111755801843,27.480076145970767,19.14532633016334,25.55925867567956,22.131480764763655,21.993047660665923,23.29030446067851,48.746160865581565,2620.028409090909,1512.1850731792579,584.5811494598261,6.368235545949224,6.05958892167459,9.458827749118116,5.651061420068291,6.139377249889008,9.987354196388269,12.898832669992427,2093.708320711959,0.023773674839705432,0.08278154494549743,16.31211377782697,0.17250532670454546,1
-370.6524658203125,78.10932922363281,11.719436645507812,18.11193084716797,-4.587235450744629,-33.2899284362793,-28.058744430541992,-18.86724090576172,-14.489155769348145,-21.673112869262695,-9.462479591369629,-14.869020462036133,-9.046320915222168,-0.8761431574821472,0.913889467716217,-1.0765146017074585,0.22627027332782745,-0.45818379521369934,-0.9520893096923828,-0.879261314868927,0.32934197783470154,-0.27990323305130005,0.12525822222232819,0.050484973937273026,0.13871261477470398,0.40142160654067993,0.2771646976470947,1.2461806535720825,-0.2899470627307892,-0.4883236289024353,0.0029488857835531235,0.17536592483520508,0.0720297321677208,-0.15245437622070312,0.28057417273521423,-0.0198107548058033,0.13643862307071686,-0.08396202325820923,0.05979674309492111,104.90338897705078,84.57247924804688,57.71328353881836,59.65228271484375,27.447038650512695,41.386173248291016,21.39704704284668,20.1721134185791,27.1588191986084,15.751139640808105,15.124383926391602,13.28441333770752,14.049955368041992,22.307443618774414,18.261962890625,12.575092315673828,11.909138679504395,5.33121395111084,8.894754409790039,3.9752423763275146,4.382877826690674,6.414741516113281,2.9769179821014404,2.6271820068359375,2.4187469482421875,2.742794990539551,15.874704360961914,11.027922630310059,6.938372611999512,6.344350814819336,3.1553735733032227,5.62954568862915,2.8847081661224365,2.988997459411621,3.4995644092559814,1.820310354232788,1.4996404647827148,2.037355899810791,1.8330811262130737,165.54196658267904,57.26245860257602,92.76591169413095,240.60500721642333,776.0229057052745,1800.186968243127,2830.373846500715,1673.1818568552824,1301.511371187938,26.54337544726217,18.62289385288886,25.304355229839935,21.550979332136382,25.30386012611135,26.761343302312206,53.14778293816486,2782.1800595238096,1293.231068257763,636.812219559869,6.454313890546364,5.689130382087224,9.333143149813578,5.588600903053185,6.871664106363458,8.4388922299266,9.463752797323203,2045.7949957554843,0.014562421583785587,0.11181636924903023,15.210532932443243,0.18093726748511904,1
-347.0536193847656,70.15621948242188,5.014618873596191,21.572898864746094,-0.34759780764579773,-24.178707122802734,-36.37956237792969,-13.981900215148926,-24.987186431884766,-19.242900848388672,-10.088318824768066,-18.360729217529297,-5.726823329925537,-5.471863746643066,0.4281250834465027,1.1281633377075195,-0.2931561768054962,1.3419718742370605,0.6766149997711182,0.4429529905319214,-0.31207549571990967,0.1832122802734375,0.4687146544456482,-0.4169268310070038,0.0070120845921337605,-0.5027691721916199,0.12743112444877625,0.4611930251121521,-0.5670311450958252,-1.0553712844848633,0.016771836206316948,0.257910817861557,-0.11552020907402039,-0.14390768110752106,0.4049167335033417,0.40778878331184387,-0.06854178756475449,-0.2215922772884369,0.10861288011074066,98.1508560180664,67.01252746582031,44.480464935302734,34.079742431640625,20.310644149780273,25.17279815673828,23.51656150817871,32.383056640625,23.76319694519043,14.630356788635254,13.539944648742676,11.260960578918457,10.183858871459961,19.709733963012695,15.117551803588867,8.181825637817383,5.461764812469482,4.624799728393555,4.311275482177734,4.63886833190918,7.533720016479492,4.341212749481201,2.862600803375244,2.395779848098755,1.9713530540466309,1.8511806726455688,16.851600646972656,10.958012580871582,5.793453216552734,4.903125286102295,3.1414127349853516,4.043206691741943,3.193572998046875,4.396190166473389,2.7667758464813232,1.635737419128418,1.7787914276123047,1.6274663209915161,1.2230461835861206,193.84981801514016,36.2163377739788,98.2820598545251,227.10088581417543,750.920012039893,1878.3493699419378,2978.3900446454973,1611.539947344547,1255.783376504767,25.759829872624373,18.61930673276369,26.534599954409416,21.340040224590588,23.500976104341664,28.943788414645905,47.833054514013625,2651.4616935483873,1323.6253178817133,504.01481986030444,6.161747956071618,6.477624560734526,9.167802332955992,4.261417834644162,5.415048432683883,9.629339445985336,10.866323638695187,1912.2576017637848,0.01631178996300719,0.11523123125634528,15.312313971628802,0.16931546118951613,1
-344.4826965332031,95.68758392333984,14.13114070892334,26.17236328125,-14.256861686706543,-29.81719398498535,-32.757747650146484,-18.83953285217285,-14.784419059753418,-14.307907104492188,-10.122889518737793,-22.898096084594727,0.36578798294067383,-7.10949182510376,1.0666195154190063,2.0305044651031494,1.082851767539978,-0.2077966332435608,0.7852317690849304,1.215490460395813,-1.1550709009170532,-2.158747673034668,0.996268093585968,0.6709539890289307,-0.5345611572265625,0.8798732757568359,-2.1073338985443115,0.28066158294677734,-0.024734774604439735,-0.9056383967399597,0.7090981602668762,1.522091269493103,0.18768103420734406,-0.4592689573764801,0.10141090303659439,-0.03983829542994499,-0.38731226325035095,0.2617371380329132,-0.0036461353302001953,96.74961853027344,50.81727981567383,38.05592727661133,60.62373352050781,23.091041564941406,47.38313674926758,27.029216766357422,23.421539306640625,32.8757209777832,15.263002395629883,14.207956314086914,11.399163246154785,18.640012741088867,18.406375885009766,9.698655128479004,7.122954368591309,12.44051456451416,4.955398082733154,10.65555191040039,5.706169128417969,5.2400641441345215,6.505421161651611,2.5585031509399414,2.973938226699829,2.2272369861602783,3.42946457862854,9.913360595703125,8.233476638793945,5.504116535186768,6.523399829864502,3.1477341651916504,5.78972053527832,2.8121957778930664,4.2957539558410645,3.737060546875,2.4561169147491455,2.2950408458709717,1.6979854106903076,1.9606826305389404,202.317046028837,19.10102103298129,171.11900513652043,239.21922434748075,609.5186067382502,1773.9249793664017,2898.2392091604756,1233.2239243707438,1247.8643391646913,25.71154593657342,20.02306546906074,25.372316434841867,24.15907165922898,28.13335843296399,30.315242859971676,49.788059753777105,2317.7083333333335,767.419597008667,423.5016984485306,7.034591338084829,6.391078842491406,7.774294563822265,6.504117488026163,8.036771046808447,7.794397135392005,12.37657337795824,1405.8397236188675,0.013132954749924349,0.06984782460169098,19.678265273686772,0.09571329752604167,1
